dsin_desc;Dsin;;;;;;;;;;;;;
esah;Esah;;;;;;;;;;;;;
esah_adj;Esah;;;;;;;;;;;;;
esah_desc;Esah;;;;;;;;;;;;;
qen;Qæen;;;;;;;;;;;;;
qen_adj;Qæen;;;;;;;;;;;;;
qen_desc;Qæen;;;;;;;;;;;;;
qrah;Qrah;;;;;;;;;;;;;
qrah_adj;Qrah;;;;;;;;;;;;;
qrah_desc;Qrah;;;;;;;;;;;;;
ktg;Ktg;;;;;;;;;;;;;
ktg_adj;Ktg;;;;;;;;;;;;;
ktg_desc;Ktg;;;;;;;;;;;;;
kso;Kso;;;;;;;;;;;;;
kso_adj;Kso;;;;;;;;;;;;;
kso_desc;Kso;;;;;;;;;;;;;
qra;Qra;;;;;;;;;;;;;
qra_adj;Qra;;;;;;;;;;;;;
qra_desc;Qra;;;;;;;;;;;;;
tojiggu;Tojiggu;;;;;;;;;;;;;
tojiggu_adj;Tojiggu;;;;;;;;;;;;;
tojiggu_desc;Tojiggu;;;;;;;;;;;;;
wriibma;Wriibma;;;;;;;;;;;;;
wriibma_adj;Wriibma;;;;;;;;;;;;;
wriibma_desc;Wriibma;;;;;;;;;;;;;
c_wriibma;Wriibma;;;;;;;;;;;;;
c_wriibma_adj;Wriibma;;;;;;;;;;;;;
c_wriibma_desc;Wriibma;;;;;;;;;;;;;
PROV872;Wriibma;;;;;;;;;;;;;
PROV872_adj;Wriibma;;;;;;;;;;;;;
PROV872_desc;Wriibma;;;;;;;;;;;;;
ravilu;Ravilu;;;;;;;;;;;;;
ravilu_adj;Ravilu;;;;;;;;;;;;;
ravilu_desc;Ravilu;;;;;;;;;;;;;
c_ravilu;Ravilu;;;;;;;;;;;;;
c_ravilu_adj;Ravilu;;;;;;;;;;;;;
c_ravilu_desc;Ravilu;;;;;;;;;;;;;
PROV936;Ravilu;;;;;;;;;;;;;
PROV936_adj;Ravilu;;;;;;;;;;;;;
PROV936_desc;Ravilu;;;;;;;;;;;;;
trebe;Trebe;;;;;;;;;;;;;
trebe_adj;Trebe;;;;;;;;;;;;;
trebe_desc;Trebe;;;;;;;;;;;;;
c_trebe;Trebe;;;;;;;;;;;;;
c_trebe_adj;Trebe;;;;;;;;;;;;;
c_trebe_desc;Trebe;;;;;;;;;;;;;
PROV937;Trebe;;;;;;;;;;;;;
PROV937_adj;Trebe;;;;;;;;;;;;;
PROV937_desc;Trebe;;;;;;;;;;;;;
qabiggu;Qabiggu;;;;;;;;;;;;;
qabiggu_adj;Qabiggu;;;;;;;;;;;;;
qabiggu_desc;Qabiggu;;;;;;;;;;;;;
c_qabiggu;Qabiggu;;;;;;;;;;;;;
c_qabiggu_adj;Qabiggu;;;;;;;;;;;;;
c_qabiggu_desc;Qabiggu;;;;;;;;;;;;;
PROV938;Qabiggu;;;;;;;;;;;;;
PROV938_adj;Qabiggu;;;;;;;;;;;;;
PROV938_desc;Qabiggu;;;;;;;;;;;;;
qrick;Qrick;;;;;;;;;;;;;
qrick_adj;Qrick;;;;;;;;;;;;;
qrick_desc;Qrick;;;;;;;;;;;;;
c_qrick;Qrick;;;;;;;;;;;;;
c_qrick_adj;Qrick;;;;;;;;;;;;;
c_qrick_desc;Qrick;;;;;;;;;;;;;
PROV939;Qrick;;;;;;;;;;;;;
PROV939_adj;Qrick;;;;;;;;;;;;;
PROV939_desc;Qrick;;;;;;;;;;;;;
dlael;Dlael;;;;;;;;;;;;;
dlael_adj;Dlael;;;;;;;;;;;;;
dlael_desc;Dlael;;;;;;;;;;;;;
c_dlael;Dlael;;;;;;;;;;;;;
c_dlael_adj;Dlael;;;;;;;;;;;;;
c_dlael_desc;Dlael;;;;;;;;;;;;;
PROV940;Dlael;;;;;;;;;;;;;
PROV940_adj;Dlael;;;;;;;;;;;;;
PROV940_desc;Dlael;;;;;;;;;;;;;
brilu;Brilu;;;;;;;;;;;;;
brilu_adj;Brilu;;;;;;;;;;;;;
brilu_desc;Brilu;;;;;;;;;;;;;
c_brilu;Brilu;;;;;;;;;;;;;
c_brilu_adj;Brilu;;;;;;;;;;;;;
c_brilu_desc;Brilu;;;;;;;;;;;;;
PROV941;Brilu;;;;;;;;;;;;;
PROV941_adj;Brilu;;;;;;;;;;;;;
PROV941_desc;Brilu;;;;;;;;;;;;;
nakilu;Nakilu;;;;;;;;;;;;;
nakilu_adj;Nakilu;;;;;;;;;;;;;
nakilu_desc;Nakilu;;;;;;;;;;;;;
c_nakilu;Nakilu;;;;;;;;;;;;;
c_nakilu_adj;Nakilu;;;;;;;;;;;;;
c_nakilu_desc;Nakilu;;;;;;;;;;;;;
PROV942;Nakilu;;;;;;;;;;;;;
PROV942_adj;Nakilu;;;;;;;;;;;;;
PROV942_desc;Nakilu;;;;;;;;;;;;;
kresha;Kresha;;;;;;;;;;;;;
kresha_adj;Kresha;;;;;;;;;;;;;
kresha_desc;Kresha;;;;;;;;;;;;;
c_kresha;Kresha;;;;;;;;;;;;;
c_kresha_adj;Kresha;;;;;;;;;;;;;
c_kresha_desc;Kresha;;;;;;;;;;;;;
PROV943;Kresha;;;;;;;;;;;;;
PROV943_adj;Kresha;;;;;;;;;;;;;
PROV943_desc;Kresha;;;;;;;;;;;;;
navesha;Navesha;;;;;;;;;;;;;
navesha_adj;Navesha;;;;;;;;;;;;;
navesha_desc;Navesha;;;;;;;;;;;;;
c_navesha;Navesha;;;;;;;;;;;;;
c_navesha_adj;Navesha;;;;;;;;;;;;;
c_navesha_desc;Navesha;;;;;;;;;;;;;
PROV944;Navesha;;;;;;;;;;;;;
PROV944_adj;Navesha;;;;;;;;;;;;;
PROV944_desc;Navesha;;;;;;;;;;;;;
kavance;Kavance;;;;;;;;;;;;;
kavance_adj;Kavance;;;;;;;;;;;;;
kavance_desc;Kavance;;;;;;;;;;;;;
c_kavance;Kavance;;;;;;;;;;;;;
c_kavance_adj;Kavance;;;;;;;;;;;;;
c_kavance_desc;Kavance;;;;;;;;;;;;;
PROV945;Kavance;;;;;;;;;;;;;
PROV945_adj;Kavance;;;;;;;;;;;;;
PROV945_desc;Kavance;;;;;;;;;;;;;
rierg;Rüierg;;;;;;;;;;;;;
rierg_adj;Rüierg;;;;;;;;;;;;;
rierg_desc;Rüierg;;;;;;;;;;;;;
c_rierg;Rüierg;;;;;;;;;;;;;
c_rierg_adj;Rüierg;;;;;;;;;;;;;
c_rierg_desc;Rüierg;;;;;;;;;;;;;
PROV946;Rüierg;;;;;;;;;;;;;
PROV946_adj;Rüierg;;;;;;;;;;;;;
PROV946_desc;Rüierg;;;;;;;;;;;;;
kvasha;Kvasha;;;;;;;;;;;;;
kvasha_adj;Kvasha;;;;;;;;;;;;;
kvasha_desc;Kvasha;;;;;;;;;;;;;
c_kvasha;Kvasha;;;;;;;;;;;;;
c_kvasha_adj;Kvasha;;;;;;;;;;;;;
c_kvasha_desc;Kvasha;;;;;;;;;;;;;
PROV947;Kvasha;;;;;;;;;;;;;
PROV947_adj;Kvasha;;;;;;;;;;;;;
PROV947_desc;Kvasha;;;;;;;;;;;;;
kyia;Kyia;;;;;;;;;;;;;
kyia_adj;Kyia;;;;;;;;;;;;;
kyia_desc;Kyia;;;;;;;;;;;;;
c_kyia;Kyia;;;;;;;;;;;;;
c_kyia_adj;Kyia;;;;;;;;;;;;;
c_kyia_desc;Kyia;;;;;;;;;;;;;
PROV948;Kyia;;;;;;;;;;;;;
PROV948_adj;Kyia;;;;;;;;;;;;;
PROV948_desc;Kyia;;;;;;;;;;;;;
edavick;Edavick;;;;;;;;;;;;;
edavick_adj;Edavick;;;;;;;;;;;;;
edavick_desc;Edavick;;;;;;;;;;;;;
c_edavick;Edavick;;;;;;;;;;;;;
c_edavick_adj;Edavick;;;;;;;;;;;;;
c_edavick_desc;Edavick;;;;;;;;;;;;;
PROV949;Edavick;;;;;;;;;;;;;
PROV949_adj;Edavick;;;;;;;;;;;;;
PROV949_desc;Edavick;;;;;;;;;;;;;
lick;Lüick;;;;;;;;;;;;;
lick_adj;Lüick;;;;;;;;;;;;;
lick_desc;Lüick;;;;;;;;;;;;;
c_lick;Lüick;;;;;;;;;;;;;
c_lick_adj;Lüick;;;;;;;;;;;;;
c_lick_desc;Lüick;;;;;;;;;;;;;
PROV950;Lüick;;;;;;;;;;;;;
PROV950_adj;Lüick;;;;;;;;;;;;;
PROV950_desc;Lüick;;;;;;;;;;;;;
dgile;Dgile;;;;;;;;;;;;;
dgile_adj;Dgile;;;;;;;;;;;;;
dgile_desc;Dgile;;;;;;;;;;;;;
c_dgile;Dgile;;;;;;;;;;;;;
c_dgile_adj;Dgile;;;;;;;;;;;;;
c_dgile_desc;Dgile;;;;;;;;;;;;;
PROV951;Dgile;;;;;;;;;;;;;
PROV951_adj;Dgile;;;;;;;;;;;;;
PROV951_desc;Dgile;;;;;;;;;;;;;
wriggu;Wriggu;;;;;;;;;;;;;
wriggu_adj;Wriggu;;;;;;;;;;;;;
wriggu_desc;Wriggu;;;;;;;;;;;;;
c_wriggu;Wriggu;;;;;;;;;;;;;
c_wriggu_adj;Wriggu;;;;;;;;;;;;;
c_wriggu_desc;Wriggu;;;;;;;;;;;;;
PROV952;Wriggu;;;;;;;;;;;;;
PROV952_adj;Wriggu;;;;;;;;;;;;;
PROV952_desc;Wriggu;;;;;;;;;;;;;
efrael;Efrael;;;;;;;;;;;;;
efrael_adj;Efrael;;;;;;;;;;;;;
efrael_desc;Efrael;;;;;;;;;;;;;
c_efrael;Efrael;;;;;;;;;;;;;
c_efrael_adj;Efrael;;;;;;;;;;;;;
c_efrael_desc;Efrael;;;;;;;;;;;;;
PROV953;Efrael;;;;;;;;;;;;;
PROV953_adj;Efrael;;;;;;;;;;;;;
PROV953_desc;Efrael;;;;;;;;;;;;;
svoss;Svoss;;;;;;;;;;;;;
svoss_adj;Svoss;;;;;;;;;;;;;
svoss_desc;Svoss;;;;;;;;;;;;;
c_svoss;Svoss;;;;;;;;;;;;;
c_svoss_adj;Svoss;;;;;;;;;;;;;
c_svoss_desc;Svoss;;;;;;;;;;;;;
PROV954;Svoss;;;;;;;;;;;;;
PROV954_adj;Svoss;;;;;;;;;;;;;
PROV954_desc;Svoss;;;;;;;;;;;;;
qebe;Qüebe;;;;;;;;;;;;;
qebe_adj;Qüebe;;;;;;;;;;;;;
qebe_desc;Qüebe;;;;;;;;;;;;;
c_qebe;Qüebe;;;;;;;;;;;;;
c_qebe_adj;Qüebe;;;;;;;;;;;;;
c_qebe_desc;Qüebe;;;;;;;;;;;;;
PROV955;Qüebe;;;;;;;;;;;;;
PROV955_adj;Qüebe;;;;;;;;;;;;;
PROV955_desc;Qüebe;;;;;;;;;;;;;
trasha;Trasha;;;;;;;;;;;;;
trasha_adj;Trasha;;;;;;;;;;;;;
trasha_desc;Trasha;;;;;;;;;;;;;
c_trasha;Trasha;;;;;;;;;;;;;
c_trasha_adj;Trasha;;;;;;;;;;;;;
c_trasha_desc;Trasha;;;;;;;;;;;;;
PROV956;Trasha;;;;;;;;;;;;;
PROV956_adj;Trasha;;;;;;;;;;;;;
PROV956_desc;Trasha;;;;;;;;;;;;;
srile;Srile;;;;;;;;;;;;;
srile_adj;Srile;;;;;;;;;;;;;
srile_desc;Srile;;;;;;;;;;;;;
c_srile;Srile;;;;;;;;;;;;;
c_srile_adj;Srile;;;;;;;;;;;;;
c_srile_desc;Srile;;;;;;;;;;;;;
PROV957;Srile;;;;;;;;;;;;;
PROV957_adj;Srile;;;;;;;;;;;;;
PROV957_desc;Srile;;;;;;;;;;;;;
lavebe;Lavebe;;;;;;;;;;;;;
lavebe_adj;Lavebe;;;;;;;;;;;;;
lavebe_desc;Lavebe;;;;;;;;;;;;;
c_lavebe;Lavebe;;;;;;;;;;;;;
c_lavebe_adj;Lavebe;;;;;;;;;;;;;
c_lavebe_desc;Lavebe;;;;;;;;;;;;;
PROV958;Lavebe;;;;;;;;;;;;;
PROV958_adj;Lavebe;;;;;;;;;;;;;
PROV958_desc;Lavebe;;;;;;;;;;;;;
kavael;Kavael;;;;;;;;;;;;;
kavael_adj;Kavael;;;;;;;;;;;;;
kavael_desc;Kavael;;;;;;;;;;;;;
c_kavael;Kavael;;;;;;;;;;;;;
c_kavael_adj;Kavael;;;;;;;;;;;;;
c_kavael_desc;Kavael;;;;;;;;;;;;;
PROV959;Kavael;;;;;;;;;;;;;
PROV959_adj;Kavael;;;;;;;;;;;;;
PROV959_desc;Kavael;;;;;;;;;;;;;
latra;Latra;;;;;;;;;;;;;
latra_adj;Latra;;;;;;;;;;;;;
latra_desc;Latra;;;;;;;;;;;;;
c_latra;Latra;;;;;;;;;;;;;
c_latra_adj;Latra;;;;;;;;;;;;;
c_latra_desc;Latra;;;;;;;;;;;;;
PROV960;Latra;;;;;;;;;;;;;
PROV960_adj;Latra;;;;;;;;;;;;;
PROV960_desc;Latra;;;;;;;;;;;;;
kroavv;Kroavv;;;;;;;;;;;;;
kroavv_adj;Kroavv;;;;;;;;;;;;;
kroavv_desc;Kroavv;;;;;;;;;;;;;
c_kroavv;Kroavv;;;;;;;;;;;;;
c_kroavv_adj;Kroavv;;;;;;;;;;;;;
c_kroavv_desc;Kroavv;;;;;;;;;;;;;
PROV961;Kroavv;;;;;;;;;;;;;
PROV961_adj;Kroavv;;;;;;;;;;;;;
PROV961_desc;Kroavv;;;;;;;;;;;;;
tousebe;Tousebe;;;;;;;;;;;;;
tousebe_adj;Tousebe;;;;;;;;;;;;;
tousebe_desc;Tousebe;;;;;;;;;;;;;
c_tousebe;Tousebe;;;;;;;;;;;;;
c_tousebe_adj;Tousebe;;;;;;;;;;;;;
c_tousebe_desc;Tousebe;;;;;;;;;;;;;
PROV962;Tousebe;;;;;;;;;;;;;
PROV962_adj;Tousebe;;;;;;;;;;;;;
PROV962_desc;Tousebe;;;;;;;;;;;;;
briibma;Briibma;;;;;;;;;;;;;
briibma_adj;Briibma;;;;;;;;;;;;;
briibma_desc;Briibma;;;;;;;;;;;;;
c_briibma;Briibma;;;;;;;;;;;;;
c_briibma_adj;Briibma;;;;;;;;;;;;;
c_briibma_desc;Briibma;;;;;;;;;;;;;
PROV963;Briibma;;;;;;;;;;;;;
PROV963_adj;Briibma;;;;;;;;;;;;;
PROV963_desc;Briibma;;;;;;;;;;;;;
edavael;Edavael;;;;;;;;;;;;;
edavael_adj;Edavael;;;;;;;;;;;;;
edavael_desc;Edavael;;;;;;;;;;;;;
c_edavael;Edavael;;;;;;;;;;;;;
c_edavael_adj;Edavael;;;;;;;;;;;;;
c_edavael_desc;Edavael;;;;;;;;;;;;;
PROV964;Edavael;;;;;;;;;;;;;
PROV964_adj;Edavael;;;;;;;;;;;;;
PROV964_desc;Edavael;;;;;;;;;;;;;
takebe;Takebe;;;;;;;;;;;;;
takebe_adj;Takebe;;;;;;;;;;;;;
takebe_desc;Takebe;;;;;;;;;;;;;
c_takebe;Takebe;;;;;;;;;;;;;
c_takebe_adj;Takebe;;;;;;;;;;;;;
c_takebe_desc;Takebe;;;;;;;;;;;;;
PROV965;Takebe;;;;;;;;;;;;;
PROV965_adj;Takebe;;;;;;;;;;;;;
PROV965_desc;Takebe;;;;;;;;;;;;;
toulba;Toulba;;;;;;;;;;;;;
toulba_adj;Toulba;;;;;;;;;;;;;
toulba_desc;Toulba;;;;;;;;;;;;;
c_toulba;Toulba;;;;;;;;;;;;;
c_toulba_adj;Toulba;;;;;;;;;;;;;
c_toulba_desc;Toulba;;;;;;;;;;;;;
PROV966;Toulba;;;;;;;;;;;;;
PROV966_adj;Toulba;;;;;;;;;;;;;
PROV966_desc;Toulba;;;;;;;;;;;;;
latasha;Latasha;;;;;;;;;;;;;
latasha_adj;Latasha;;;;;;;;;;;;;
latasha_desc;Latasha;;;;;;;;;;;;;
c_latasha;Latasha;;;;;;;;;;;;;
c_latasha_adj;Latasha;;;;;;;;;;;;;
c_latasha_desc;Latasha;;;;;;;;;;;;;
PROV967;Latasha;;;;;;;;;;;;;
PROV967_adj;Latasha;;;;;;;;;;;;;
PROV967_desc;Latasha;;;;;;;;;;;;;
tojoss;Tojoss;;;;;;;;;;;;;
tojoss_adj;Tojoss;;;;;;;;;;;;;
tojoss_desc;Tojoss;;;;;;;;;;;;;
c_tojoss;Tojoss;;;;;;;;;;;;;
c_tojoss_adj;Tojoss;;;;;;;;;;;;;
c_tojoss_desc;Tojoss;;;;;;;;;;;;;
PROV968;Tojoss;;;;;;;;;;;;;
PROV968_adj;Tojoss;;;;;;;;;;;;;
PROV968_desc;Tojoss;;;;;;;;;;;;;
lvierg;Lvierg;;;;;;;;;;;;;
lvierg_adj;Lvierg;;;;;;;;;;;;;
lvierg_desc;Lvierg;;;;;;;;;;;;;
c_lvierg;Lvierg;;;;;;;;;;;;;
c_lvierg_adj;Lvierg;;;;;;;;;;;;;
c_lvierg_desc;Lvierg;;;;;;;;;;;;;
PROV969;Lvierg;;;;;;;;;;;;;
PROV969_adj;Lvierg;;;;;;;;;;;;;
PROV969_desc;Lvierg;;;;;;;;;;;;;
wvance;Wvance;;;;;;;;;;;;;
wvance_adj;Wvance;;;;;;;;;;;;;
wvance_desc;Wvance;;;;;;;;;;;;;
c_wvance;Wvance;;;;;;;;;;;;;
c_wvance_adj;Wvance;;;;;;;;;;;;;
c_wvance_desc;Wvance;;;;;;;;;;;;;
PROV970;Wvance;;;;;;;;;;;;;
PROV970_adj;Wvance;;;;;;;;;;;;;
PROV970_desc;Wvance;;;;;;;;;;;;;
alebe;Alebe;;;;;;;;;;;;;
alebe_adj;Alebe;;;;;;;;;;;;;
alebe_desc;Alebe;;;;;;;;;;;;;
c_alebe;Alüebe;;;;;;;;;;;;;
c_alebe_adj;Alüebe;;;;;;;;;;;;;
c_alebe_desc;Alüebe;;;;;;;;;;;;;
PROV971;Alüebe;;;;;;;;;;;;;
PROV971_adj;Alüebe;;;;;;;;;;;;;
PROV971_desc;Alüebe;;;;;;;;;;;;;
kriibma;Kriibma;;;;;;;;;;;;;
kriibma_adj;Kriibma;;;;;;;;;;;;;
kriibma_desc;Kriibma;;;;;;;;;;;;;
c_kriibma;Kriibma;;;;;;;;;;;;;
c_kriibma_adj;Kriibma;;;;;;;;;;;;;
c_kriibma_desc;Kriibma;;;;;;;;;;;;;
PROV972;Kriibma;;;;;;;;;;;;;
PROV972_adj;Kriibma;;;;;;;;;;;;;
PROV972_desc;Kriibma;;;;;;;;;;;;;
bgiste;Bgiste;;;;;;;;;;;;;
bgiste_adj;Bgiste;;;;;;;;;;;;;
bgiste_desc;Bgiste;;;;;;;;;;;;;
c_bgiste;Bgiste;;;;;;;;;;;;;
c_bgiste_adj;Bgiste;;;;;;;;;;;;;
c_bgiste_desc;Bgiste;;;;;;;;;;;;;
PROV973;Bgiste;;;;;;;;;;;;;
PROV973_adj;Bgiste;;;;;;;;;;;;;
PROV973_desc;Bgiste;;;;;;;;;;;;;
diibma;Düiibma;;;;;;;;;;;;;
diibma_adj;Düiibma;;;;;;;;;;;;;
diibma_desc;Düiibma;;;;;;;;;;;;;
c_diibma;Düiibma;;;;;;;;;;;;;
c_diibma_adj;Düiibma;;;;;;;;;;;;;
c_diibma_desc;Düiibma;;;;;;;;;;;;;
PROV974;Düiibma;;;;;;;;;;;;;
PROV974_adj;Düiibma;;;;;;;;;;;;;
PROV974_desc;Düiibma;;;;;;;;;;;;;
bierg;Büierg;;;;;;;;;;;;;
bierg_adj;Büierg;;;;;;;;;;;;;
bierg_desc;Büierg;;;;;;;;;;;;;
c_bierg;Büierg;;;;;;;;;;;;;
c_bierg_adj;Büierg;;;;;;;;;;;;;
c_bierg_desc;Büierg;;;;;;;;;;;;;
PROV975;Büierg;;;;;;;;;;;;;
PROV975_adj;Büierg;;;;;;;;;;;;;
PROV975_desc;Büierg;;;;;;;;;;;;;
trirat;Trirat;;;;;;;;;;;;;
trirat_adj;Trirat;;;;;;;;;;;;;
trirat_desc;Trirat;;;;;;;;;;;;;
c_trirat;Trirat;;;;;;;;;;;;;
c_trirat_adj;Trirat;;;;;;;;;;;;;
c_trirat_desc;Trirat;;;;;;;;;;;;;
PROV976;Trirat;;;;;;;;;;;;;
PROV976_adj;Trirat;;;;;;;;;;;;;
PROV976_desc;Trirat;;;;;;;;;;;;;
tabirat;Tabirat;;;;;;;;;;;;;
tabirat_adj;Tabirat;;;;;;;;;;;;;
tabirat_desc;Tabirat;;;;;;;;;;;;;
c_tabirat;Tabirat;;;;;;;;;;;;;
c_tabirat_adj;Tabirat;;;;;;;;;;;;;
c_tabirat_desc;Tabirat;;;;;;;;;;;;;
PROV977;Tabirat;;;;;;;;;;;;;
PROV977_adj;Tabirat;;;;;;;;;;;;;
PROV977_desc;Tabirat;;;;;;;;;;;;;
wrance;Wrance;;;;;;;;;;;;;
wrance_adj;Wrance;;;;;;;;;;;;;
wrance_desc;Wrance;;;;;;;;;;;;;
c_wrance;Wrance;;;;;;;;;;;;;
c_wrance_adj;Wrance;;;;;;;;;;;;;
c_wrance_desc;Wrance;;;;;;;;;;;;;
PROV978;Wrance;;;;;;;;;;;;;
PROV978_adj;Wrance;;;;;;;;;;;;;
PROV978_desc;Wrance;;;;;;;;;;;;;
ngasha;Ngasha;;;;;;;;;;;;;
ngasha_adj;Ngasha;;;;;;;;;;;;;
ngasha_desc;Ngasha;;;;;;;;;;;;;
c_ngasha;Ngasha;;;;;;;;;;;;;
c_ngasha_adj;Ngasha;;;;;;;;;;;;;
c_ngasha_desc;Ngasha;;;;;;;;;;;;;
PROV979;Ngasha;;;;;;;;;;;;;
PROV979_adj;Ngasha;;;;;;;;;;;;;
PROV979_desc;Ngasha;;;;;;;;;;;;;
wroavv;Wroavv;;;;;;;;;;;;;
wroavv_adj;Wroavv;;;;;;;;;;;;;
wroavv_desc;Wroavv;;;;;;;;;;;;;
c_wroavv;Wroavv;;;;;;;;;;;;;
c_wroavv_adj;Wroavv;;;;;;;;;;;;;
c_wroavv_desc;Wroavv;;;;;;;;;;;;;
PROV980;Wroavv;;;;;;;;;;;;;
PROV980_adj;Wroavv;;;;;;;;;;;;;
PROV980_desc;Wroavv;;;;;;;;;;;;;
tick;Tüick;;;;;;;;;;;;;
tick_adj;Tüick;;;;;;;;;;;;;
tick_desc;Tüick;;;;;;;;;;;;;
c_tick;Tüick;;;;;;;;;;;;;
c_tick_adj;Tüick;;;;;;;;;;;;;
c_tick_desc;Tüick;;;;;;;;;;;;;
PROV981;Tüick;;;;;;;;;;;;;
PROV981_adj;Tüick;;;;;;;;;;;;;
PROV981_desc;Tüick;;;;;;;;;;;;;
lile;Lüile;;;;;;;;;;;;;
lile_adj;Lüile;;;;;;;;;;;;;
lile_desc;Lüile;;;;;;;;;;;;;
c_lile;Lüile;;;;;;;;;;;;;
c_lile_adj;Lüile;;;;;;;;;;;;;
c_lile_desc;Lüile;;;;;;;;;;;;;
PROV982;Lüile;;;;;;;;;;;;;
PROV982_adj;Lüile;;;;;;;;;;;;;
PROV982_desc;Lüile;;;;;;;;;;;;;
bousael;Bousael;;;;;;;;;;;;;
bousael_adj;Bousael;;;;;;;;;;;;;
bousael_desc;Bousael;;;;;;;;;;;;;
c_bousael;Bousael;;;;;;;;;;;;;
c_bousael_adj;Bousael;;;;;;;;;;;;;
c_bousael_desc;Bousael;;;;;;;;;;;;;
PROV983;Bousael;;;;;;;;;;;;;
PROV983_adj;Bousael;;;;;;;;;;;;;
PROV983_desc;Bousael;;;;;;;;;;;;;
roulile;Roulile;;;;;;;;;;;;;
roulile_adj;Roulile;;;;;;;;;;;;;
roulile_desc;Roulile;;;;;;;;;;;;;
c_roulile;Roulile;;;;;;;;;;;;;
c_roulile_adj;Roulile;;;;;;;;;;;;;
c_roulile_desc;Roulile;;;;;;;;;;;;;
PROV984;Roulile;;;;;;;;;;;;;
PROV984_adj;Roulile;;;;;;;;;;;;;
PROV984_desc;Roulile;;;;;;;;;;;;;
rross;Rross;;;;;;;;;;;;;
rross_adj;Rross;;;;;;;;;;;;;
rross_desc;Rross;;;;;;;;;;;;;
c_rross;Rross;;;;;;;;;;;;;
c_rross_adj;Rross;;;;;;;;;;;;;
c_rross_desc;Rross;;;;;;;;;;;;;
PROV985;Rross;;;;;;;;;;;;;
PROV985_adj;Rross;;;;;;;;;;;;;
PROV985_desc;Rross;;;;;;;;;;;;;
